id_proposta_ano	id_proposta	id_convenio	descricao_proposta	nome_programa	acao_orcamentaria	ano_proposta	data_proposta	ano_inicio_vigencia_convenio	ano_final_vigencia_convenio	intervalo_vigencia_dias	data_assinatura_convenio	data_publicacao_convenio	data_limite_prestacao_contas	situacao_proposta_grupo	dummy_existe_convenio	dummy_instrumento_assinado	situacao_proposta	modalidade	situacao_contratacao	dummy_instrumento_ativo	situacao_instrumento	dummy_instrumento_em_execucao	subsituacao_instrumento	indicador_obtv	data_inicio_execucao	data_saida_execucao	ano_data_inicio_execucao	ano_saida_execucao	valor_total_proposta	valor_repasse_uniao_proposta	valor_contrapartida_proposta	valor_total_instrumento	valor_repasse_uniao_instrumento	valor_contrapartida_instrumento	valor_empenhado_instrumento	valor_desembolsado_instrumento	saldo_remanescente_tesouro_instrumento	saldo_remanescente_convenente_instrumento	valor_rendimento_aplicacao_instrumento	valor_ingresso_contrapartida_instrumento	valor_saldo_instrumento	quantidade_termos_aditivos	quantidade_prorrogacoes	valor_total_original_instrumento	data_final_original	intervalo_original	dummy_emenda	valor_repasse_proposta_emenda	valor_repasse_emenda	emenda_impositiva	tipo_parlamentar	regiao_proponente	uf_proponente	municipio_proponente	nm_proponente	orgao_sup	orgao	natureza_juridica
49501/2014	906252	816170	Custeio da oferta dos cursos e do núcleo da Universidade Aberta do Brasil na UESB	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2014	2014-09-12	2015	2022	2557	2015-06-18	2015-06-24	2022-08-17	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2015-06-19 16:28:06		2015		2595339	2569386	25953	2595339	2569386	25953	1128940	1128940				25953	659721	4		2595339	2017-06-18	731	0					Nordeste	BA	VITORIA DA CONQUISTA	AUTARQUIA UNIVERSIDADE DO SUDOESTE	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
34881/2013	719850	782815	Este convênio tem por objeto a implementação e oferta dos bacharelados em Administração Pública, licenciatura de Ciências Biológicas, Física, Pedagogia, Letras Espanhol, Letras Português e especializações do PNAP (Gestão Pública Municipal, Gestão Pública, Gestão em Saúde), além do custeio do Núcleo UAB na ENEMAT, no âmbito do Sistema Universidade Aberta do Brasil - UAB.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2013	2013-06-27	2015	2020	1827	2015-03-20	2015-03-31	2020-05-19	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2015-03-27 15:14:55		2015		5244460	5192016	52445	5747309	5192016	52445	5192016	5192016			502848	52445	96258	4		5747309	2017-03-20	731	0					Centro-Oeste	MT	CACERES	FUNDACAO UNIVERSIDADE DO ESTADO DE MATO GROSSO	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
45540/2014	895555	813213	Oferecer formação em nível superior por meio da Licenciatura em Pedagogia (Formação de professores para a educação infantil, para os anos iniciais do ensino fundamental e para a gestão escolar), modalidade a distância,  no âmbito do Sistema Universidade Aberta do Brasil (UAB), para profissionais em exercício nas escolas da educação infantil e nos anos iniciais do ensino fundamental da rede municipal de São Paulo, que queiram se habilitar ao exercício do magistério da Educação Infantil e dos anos iniciais do ensino Fundamental,  bem como das funções previstas no art. 64 da LDB.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2014	2014-07-22	2015	2020	1826	2015-01-30	2015-02-12	2020-03-30	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2015-02-11 09:03:12		2015		10332490	10229165	103325	10332490	10229165	103325	10498165	10498165				103325	2015770	3		10332490	2019-01-30	1461	0					Sudeste	SP	SAO PAULO	UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
2434/2016	1051034	834299	IMPLEMENTA�?�O E OFERTA DO PROFLETRAS NO CENTRO DE HUMANIDADES �?CAMPUS III DA UNIVERSIDADE ESTADUAL DA PARAÍBA �?UEPB	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2016	2016-02-17	2017	2020	1127	2017-06-29	2017-07-12	2020-08-29	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2017-07-10 14:57:52		2017		101500	100000	1500	101500	100000	1500	100000	100000				1500	101265			101500	2020-07-30	1127	0					Nordeste	PB	CAMPINA GRANDE	UNIVERSIDADE ESTADUAL DA PARAIBA	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
2247/2016	1050704	830864	"O Plano de Trabalho ora proposto tem como meta atender �? implementação, oferta e reoferta de turmas para o Profletras no campus de Cascavel da UNIOESTE, no período de fevereiro de 2016 a março 2019, considerando: a)	as atividades relativas �? 2ª turma ingressante em 2014/2, com 15 alunos, com previsão de conclusão em 2016;  b)	as atividades relativas �? 3ª turma, com oferta de 12 vagas, conforme edital 2015 da COMPERVE.  c)	Disciplinas de fundamentação e obrigatórias da 4ª turma, que tem como previsão um mínimo de 12 alunos.              As aulas são ofertadas presencialmente no campus de Cascavel e há disponibilização do moodle para realização de atividades julgadas pertinentes pelos docentes.               O plano financeiro, aqui apresentado, abrange atividades referentes aos anos de 2016 e 2017, e bancas da terceira turma, as quais podem ocorrer com prorrogação até 2018."	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2016	2016-02-16	2016	2019	1095	2016-07-01	2016-07-14	2019-08-30	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2016-07-12 14:14:56		2016		100000	99000	1000	100000	99000	1000	99000	99000				1000	52588			100000	2019-07-01	1095	0					Sul	PR	CASCAVEL	UNIVERSIDADE ESTADUAL DO OESTE DO PARANA	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
22033/2013	698303	782604	Desenvolvimento do Plano Anual de Capacitação Continuada PACC 2013.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2013	2013-04-18	2014	2017	1093	2014-02-21	2014-03-25	2017-04-19	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	0	Prestação de Contas Aprovada	0		SIM	2014-03-25 08:00:54	2019-03-28 11:08:43	2014	2019	189191	185407	3784	189191	185407	3784	185407	185407	27519	562		4495	0	1		189191	2016-02-19	728	0					Sul	PR	GUARAPUAVA	UNIVERSIDADE ESTADUAL DO CENTRO OESTE	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
36811/2014	872086	806505	A oferta do curso de Graduação em Letras Língua Portuguesa �?licenciatura, no âmbito do Sistema Universidade Aberta do Brasil (UAB), da Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES).	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2014	2014-04-22	2014	2018	1460	2014-07-02	2014-07-09	2018-08-30	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em prestação de contas	0		SIM	2014-07-03 16:06:20		2014		234495	232150	2345	277570	232150	2345	232150	232150			43075	2345	0	1		277570	2016-07-01	730	0					Nordeste	RN	MOSSORO	FUNDACAO UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE - FUERN	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
31401/2013	713715	796231	O projeto convenio tem como objetivo a implementação e oferta dos Cursos de Licenciatura em Artes Plasticas, Ciências Biologicas, Informática, Fisica, Matemática, Pedagogia, Química, Especialização em Gestão Pública Municipal, Especialização em Gestão em Saúde, Bacharelado em Administração Pública, custeio do Núcleo UAB 2013 e  Plano Anual de Capacitação Continuada (PACC) 2013 na UECE, no âmbito do Sistema Universidade Aberta do Brasil �?UAB.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2013	2013-05-27	2013	2018	1839	2013-12-18	2014-06-17	2019-03-01	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em prestação de contas	0		SIM	2014-06-13 11:21:25		2014		3733262	3695929	37333	4318826	3695929	37333	3695929	3695929	8594	87	585564	37333	0	3		2986609	2015-12-31	743	0					Nordeste	CE	FORTALEZA	FUNDACAO UNIVERSIDADE ESTADUAL DO CEARA FUNECE	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
3086/2015	945657	816430	Implantação de Cursos no âmbito do Sistema Universidade Aberta do Brasil - UAB	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2015	2015-03-23	2015	2020	1827	2015-06-29	2015-07-20	2020-08-28	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2015-06-29 10:48:47		2015		1256213	1243651	12562	1256213	1243651	12562	1243651	1243651				12562	1379442	3		1256213	2020-06-29	1827	0					Sudeste	MG	MONTES CLAROS	UNIVERSIDADE ESTADUAL DE MONTES CLAROS	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
47688/2013	741179	786579	A oferta dos cursos de Extensão e Especialização do Programa de Formação Continuada em Mídias na Educação no âmbito do Sistema Universidade Aberta do Brasil �?UAB, da Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES).	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2013	2013-08-06	2013	2016	974	2013-10-07	2013-11-22	2016-08-06	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em prestação de contas	0		SIM	2013-11-20 11:11:00		2013		253452	250918	2535	253452	250918	2535	250918	250918	40184	406		2535	0	2		253452	2015-10-07	730	0					Nordeste	RN	MOSSORO	FUNDACAO UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE - FUERN	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
47823/2014	902155	811218	Apoio financeiro para a aquisição de livros, materiais para laboratórios e de infraestrutura geral para núcleos e cursos das Instituições Públicas de Ensino Superior, no âmbito do Sistema Universidade Aberta do Brasil �?UAB, da Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES), nesta proposta a Universidade Estadual de Santa Cruz - UESC.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2014	2014-08-22	2014	2017	1096	2014-11-25	2014-12-10	2018-01-24	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em prestação de contas	0		SIM	2014-12-09 15:49:48		2014		146161	144699	1462	146161	144699	1462	144699	144699	91863	928		1462	0	1		146161	2016-11-25	731	0					Nordeste	BA	ILHEUS	UNIVERSIDADE ESTADUAL DE SANTA CRUZ	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
27128/2016	1097129	836247	Dar continuidade �? oferta do Curso de Licenciatura em Letras, na modalidade de Educação a Distância, para a formação inicial de professores, a fim de melhorar a qualidade de ensino da Educação Básica, no âmbito do Sistema Universidade Aberta do Brasil - UAB.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2016	2016-07-15	2016	2019	1095	2016-12-27	2016-12-28	2020-02-25	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2016-12-27 15:25:58		2016		170000	168012	1988	170000	168012	1988	168012	168012				1988	68675	1		170000	2018-12-27	730	0					Nordeste	RN	MOSSORO	FUNDACAO UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE - FUERN	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
3233/2016	1052735	830744	Oferta do curso de Mestrado Profissional em Letras, no âmbito do Sistema Universidade Aberta do Brasil �?UAB, na Universidade Estadual de Montes Claros �?UNIMONTES, no período de 2016 a 2019.  O objeto do financiamento será para o curso, na Unimontes, independentemente de turmas. Cumpre-nos esclarecer, que, na Unimontes, o curso é oferecido para 24 alunos por entrada. A primeira turma já está encerrando as atividades com as defesas das dissertações, processo que vai até o dia 21 de agosto de 2015, restando dois mestrandos com previsão de defesa para dezembro/2015. A segunda turma está em andamento com 22 alunos que ingressaram no final de 2014 com término previsto para o final de 2016. A terceira entrada já está com edital aberto para uma nova turma de 24 alunos com início previsto para fevereiro de 2016 e término ao final de 2017. Uma nova turma deverá entrar no início de 2017 para finalizar em 2019. Em consonância com o Projeto Pedagógico do Curso, o ProfLetras prevê o cumprimento de 360 horas num prazo de 2 anos. Dentre as disciplinas, 5 (cinco) são obrigatórias e 3 (três) são optativas. As optativas são escolhidas, conforme as especificidades da região, em um conjunto de 12 (doze), elencadas na Matriz Curricular. De caráter presencial, o ProfLetras tem a carga horária das disciplinas concentrada em aulas presenciais.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2016	2016-02-24	2016	2019	1095	2016-07-04	2016-07-06	2019-09-02	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2016-07-04 15:14:52		2016		100000	99000	1000	100000	99000	1000	99000	99000				1000	63908			100000	2019-07-04	1095	0					Sudeste	MG	MONTES CLAROS	UNIVERSIDADE ESTADUAL DE MONTES CLAROS	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
58323/2013	756739	800809	Oferta do Curso de Pedagogia a Distância. O Ingresso da Universidade do Estado de Santa Catarina �?(UDESC), via Centro de Educação a Distância - (CEAD), pela Universidade Aberta do Brasil �?(UAB) foi viabilizado para atender o Plano de Aceleração �?(PAC), do qual faz parte o Plano Nacional de Desenvolvimento da Educação. A oferta está também presente nas premissas da missão da UDESC, que tem na sua proposta o desenvolvimento do Estado Catarinense.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2013	2013-09-11	2014	2020	2191	2014-02-05	2014-02-14	2020-04-05	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2014-02-11 13:33:40		2014		2495349	2470392	24957	2495349	2470392	24957	2470392	2470392				24957	1121777	4		2495349	2016-02-05	730	0					Sul	SC	FLORIANOPOLIS	FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
31477/2016	1111957	841198	Desenvolvimento do Projeto Avaliação e Acessibilidade - Fomento ao Uso de Tecnologia da Informação, no âmbito do Sistema da Universidade Aberta do Brasil (UAB).	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2016	2016-10-21	2017	2019	791	2017-06-22	2017-06-27	2019-10-21	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2017-06-22 10:41:48		2017		299982	296982	3000	299982	296982	3000	296982	296982				3000	24452			299982	2019-08-22	791	0					Sudeste	SP	SAO PAULO	UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
39367/2014	877143	816305	2.3 Objeto do Projeto   Programa de Pós-graduação em nível de Mestrado Profissional em Artes  2.3.1 Objetivo Geral  Por entender o papel da arte na Educação como fator estruturante, a capacitação de docentes em nível de Mestrado Profissional, como pretende o PROF-ARTES, tem como meta mais ampla a capacitação dos docentes com vistas ao enriquecimento e �? eficácia de suas práticas profissionais.   2.3.1.1 Objetivos Específicos  1. qualificar os mestrandos/docentes para desenvolver múltiplas competências comunicativas dos alunos em ambiente online, e explorar as possibilidades de experimentações artístico-pedagógicas com as diferentes linguagens artísticas nas práticas de ensino e da aprendizagem com suportes digitais e não digitais; 2. oferecer subsídios para a utilização de estratégias de mediação para além da sala de aula; 3. refletir sobre a especificidade das diferentes linguagens artísticas, bem como sobre possíveis interfaces entre as mesmas; 4. instrumentalizar os mestrandos/professores da Educação Básica de maneira que eles passem a compreender e bem conduzir as mais variadas formas de diferenças identificadas em classe, seja do ponto de vista de níveis de competências de ensino dos vários códigos artísticos dos alunos, seja no que tange aos cenários de desenvolvimento atípicos que os alunos apresentem; 5. instrumentalizar os docentes da Educação Básica, a fim de elaborar material didático inovador que lance mão, quando conveniente e relevante, de recursos tecnológicos modernos eventualmente disponíveis em seu contexto educacional.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2014	2014-05-09	2015	2020	1827	2015-04-24	2015-05-22	2020-04-24	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2015-05-11 12:29:19		2015		1621782	1600582	21200	1621782	1600582	21200	800000	800000				10596	638371	2		1621782	2017-04-24	731	0					Sul	SC	FLORIANOPOLIS	FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
35451/2013	720759	795953	Atendimento das atividades do Núcleo de Educação a Distância como forma de apoio aos cursos de graduação e especialização oferecidos pela Universidade Estadual de Maringá, na modalidade de educação a distância.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2013	2013-06-17	2013	2019	2209	2013-12-13	2014-02-21	2020-02-29	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2014-02-20 15:12:41		2014		1316175	1302900	13275	1660184	1302900	13275	1302900	1302900			344010	13275	514269	3		1660184	2015-12-31	748	0					Sul	PR	MARINGA	UNIVERSIDADE ESTADUAL DE MARINGA	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
2991/2016	1052224	833242	Oferta e reoferta do curso de Mestrado Profissional em Letras/PROFLETRAS, no âmbito do sistema UAB/CAPES. Atualmente, o Campus Garanhuns tem 37 alunos das  5 turmas 2013 e 2104; o Campus Mata Norte conta com 15 alunos da turma 2014. No edital para 2016, estão sendo ofertadas 30 vagas pela UPE, sendo 15 para o Campus Garanhuns e 15 para o Campus Mata Norte.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2016	2016-02-23	2016	2019	1156	2016-05-31	2017-05-05	2019-09-29	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2017-05-04 09:35:08		2017		182465	180640	1825	182465	180640	1825	180640	180640				1825	109302			182465	2019-07-31	1156	0					Nordeste	PE	RECIFE	FUNDACAO UNIVERSIDADE DE PERNAMBUCO	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
5890/2016	1056845	827948	Recursos para a implementação e oferta do curso Profletras - Mestrado Profissional em Letras - UEM	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2016	2016-03-04	2017	2022	1826	2017-05-19	2017-05-25	2022-05-19	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2017-05-22 14:23:33		2017		101010	100000	1010	101010	100000	1010	100000	100000				1010	78407			101010	2019-05-17	728	0					Sul	PR	MARINGA	UNIVERSIDADE ESTADUAL DE MARINGA	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
35446/2013	720754	795920	Oferta do 1º e 2º semestres dos cursos de graduação em Administração Pública, dos cursos de Especialização em Gestão Pública, Gestão Pública Municipal e Gestão de Saúde, e oferta do 7º e 8º semestres do curso de graduação em Administração Pública pelo Programa Nacional de Formação em Administração Pública �?PNAP.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2013	2013-06-17	2013	2019	2209	2013-12-13	2014-02-21	2020-02-29	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2014-02-21 08:01:30		2014		2220560	2197760	22800	2976132	2197760	22800	2197760	2197760			755572	22800	568827	3		2976132	2015-12-31	748	0					Sul	PR	MARINGA	UNIVERSIDADE ESTADUAL DE MARINGA	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
3682/2016	1053652	827892	Apoio financeiro ao Programa de Mestrado Profissional em Letras - PROFLETRAS para proporcionar melhores condições para a formação de recursos humanos e para a produção e o aprofundamento do conhecimento.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2016	2016-02-26	2017	2022	1826	2017-05-19	2017-06-28	2022-05-19	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2017-05-24 11:01:40		2017		100000	99000	1000	100000	99000	1000	49000	49000				1000	7612	1		100000	2018-03-13	298	0					Sul	PR	LONDRINA	UNIVERSIDADE ESTADUAL DE LONDRINA	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
49327/2013	743470	795994	PLANO ANUAL DE CAPACITA�?�O CONTINUADA �?PACC 2013 - UAB	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2013	2013-08-12	2013	2016	1114	2013-12-13	2014-02-24	2017-03-01	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em prestação de contas	0		SIM	2014-02-20 11:58:03		2014		148900	147411	1489	148900	147411	1489	147411	147411	11233	119		1489	0	1		148900	2015-12-31	748	0					Sul	PR	LONDRINA	UNIVERSIDADE ESTADUAL DE LONDRINA	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
38113/2016	1127588	842760	Implantação, oferta e reoferta de Cursos no âmbito do Sistema Universidade Aberta do Brasil.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2016	2016-12-13	2017	2022	1820	2017-07-19	2017-07-21	2022-09-11	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2017-07-20 17:04:20		2017		4763413	4715779	47634	4763413	4715779	47634	1800000	1800000				47643	1710521			4763413	2022-07-13	1820	0					Nordeste	PE	RECIFE	FUNDACAO UNIVERSIDADE DE PERNAMBUCO	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
32699/2013	716435	796032	Execução do Plano Anual de Capacitação Continuada - PACC/2013 para formação continuada de professores da Educação Superior, tutores (presenciais e a distância) e coordenadores (de tutoria e de polos), que atuam em cursos da Universidade de Pernambuco �?UPE, com carga horária de 180 h. ofertado na modalidade a distância por meio do sistema da Universidade Aberta do Brasil, o curso possui 36h presenciais, e visa formar profissionais da educação capazes de compreender os saberes e as estratégias metodológicas da modalidade a distância, assim como os temas da didática para melhor desempenhar suas ações na prática de ensino em Educação a Distância.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2013	2013-06-06	2013	2018	1839	2013-12-18	2014-02-13	2019-03-01	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em prestação de contas	0		SIM	2014-01-10 10:29:19		2014		113553	112353	1200	133766	112353	1200	112353	112353	43129	461	20214	1200	0	3		133766	2015-12-31	743	0					Nordeste	PE	RECIFE	FUNDACAO UNIVERSIDADE DE PERNAMBUCO	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
35054/2013	720106	786106	OBJETO: Oferecimento de Cursos de Capacitação em gestão, tutoria, legislação e ética e ambientes virtuais  VALORES:  - PACC 2012 = R$ 204.467,08. Sendo: R$ 112.227,08 para Custeio e R$ 92.240,00 de bolsas (repasse direto pela CAPES).  - PACC 2013 = R$ 245.612,92. Sendo R$ 179.687,92 para Custeio e R$ 65.925,00 de bolsas (repasse direto pela CAPES).  VIGÊNCIA: Julho de 2013 a Junho de 2014  Os cursos de capacitação em gestão, tutoria, legislação e ambientes virtuais de  aprendizado são direcionados a formação continuada de coordenadores, docentes, tutores, profissionais multidisciplinares e técnicos envolvidos em projetos/cursos no âmbito do Sistema UAB. Este conjunto de cursos e demais ações de capacitação contará com conteúdos e metodologias que proporcionarão uma melhoria significativa na produção de conteúdos e a efetiva qualificação dos profissionais envolvidos nos projetos/cursos no sistema UAB, conforme discriminados: 1. Licenciatura em Pedagogia  2. Licenciatura em Computação 3. Licenciatura em Física 4. Especialização em Mídias na Educação 5. Extensão em Mídias na Educação	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2013	2013-06-14	2013	2016	913	2013-10-04	2013-10-24	2016-06-03	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em prestação de contas	0		SIM	2013-10-22 11:38:22		2013		291915	288996	2919	291915	288996	2919	288996	288996	227724	2300		2919	0	1		291915	2015-10-04	730	0					Nordeste	BA	VITORIA DA CONQUISTA	AUTARQUIA UNIVERSIDADE DO SUDOESTE	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
40564/2014	880021	806498	Implantação de Cursos no âmbito da UAB	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2014	2014-05-21	2015	2020	1827	2015-04-16	2015-05-22	2020-04-17	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2015-04-30 09:58:24		2015		2028206	2007924	20282	2195963	2007924	20282	2007924	2007924			167757	20282	277373	2		2195963	2020-04-16	1827	0					Sul	PR	GUARAPUAVA	UNIVERSIDADE ESTADUAL DO CENTRO OESTE	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
27495/2013	706632	795984	Projeto para capacitação de pessoal para atuar em EaD. Serão ofertados os cursos de Tutoria em EaD, 50 vagas; Gestão de Sistemas de EaD, 21 vagas; Elaboração de Material Didático para EaD, 80 vagas e Suporte aos Cursos de EaD, 24 vagas.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2013	2013-05-07	2013	2015	728	2013-12-13	2014-02-06	2016-02-09	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em prestação de contas	0		SIM	2014-02-05 13:06:41		2014		201834	199815	2018	201834	199815	2018	199815	199815	233276	2356		2018	0			201834	2015-12-11	728	0					Norte	AM	MANAUS	UNIVERSIDADE DO ESTADO DO AMAZONAS	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
